scenario_id,angle_deg,center_x_m,center_y_m,center_z_m,speed_m_s,velocity_x_m_s,velocity_y_m_s,trigger_current_m,trigger_predicted_m,trigger_ok,local1_ready,coarse_m,fast_m,fast_ms,hold_start_m,hold_min_m,hold_end_m,tail_safe,moving_away,feasible
114,-75.0,0.72,-0.08,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.14283492829255073,0.08981384876794382,True,False,nan,nan,nan,nan,nan,nan,False,False,False
115,-75.0,0.72,-0.08,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.14283492829255073,0.08319367027810654,True,False,nan,nan,nan,nan,nan,nan,False,False,False
116,-75.0,0.72,0.0,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.0785263471160993,0.04463233149261081,False,False,nan,nan,nan,nan,nan,nan,False,False,False
117,-75.0,0.72,0.0,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.0785263471160993,0.03664377334639232,False,False,nan,nan,nan,nan,nan,nan,False,False,False
118,-75.0,0.72,0.0,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.0785263471160993,0.02886349308207678,False,False,nan,nan,nan,nan,nan,nan,False,False,False
119,-75.0,0.72,0.0,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.0785263471160993,0.02131084408577663,False,False,nan,nan,nan,nan,nan,nan,False,False,False
120,-75.0,0.72,0.0,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.0785263471160993,0.014006896472900598,False,False,nan,nan,nan,nan,nan,nan,False,False,False
121,-75.0,0.72,0.08,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.0226816025846944,-0.012737310020858178,False,False,nan,nan,nan,nan,nan,nan,False,False,False
122,-75.0,0.72,0.08,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.0226816025846944,-0.02185934502954881,False,False,nan,nan,nan,nan,nan,nan,False,False,False
123,-75.0,0.72,0.08,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.0226816025846944,-0.03080301946211944,False,False,nan,nan,nan,nan,nan,nan,False,False,False
124,-75.0,0.72,0.08,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.0226816025846944,-0.039541844658999764,False,False,nan,nan,nan,nan,nan,nan,False,False,False
125,-75.0,0.72,0.08,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.0226816025846944,-0.04804470598196231,False,False,nan,nan,nan,nan,nan,nan,False,False,False
126,-75.0,0.78,-0.24,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.30511197026401987,0.27328119917837396,False,False,nan,nan,nan,nan,nan,nan,False,False,False
127,-75.0,0.78,-0.24,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.30511197026401987,0.2661495276038808,False,False,nan,nan,nan,nan,nan,nan,False,False,False
128,-75.0,0.78,-0.24,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.30511197026401987,0.2591474349325016,False,False,nan,nan,nan,nan,nan,nan,False,False,False
129,-75.0,0.78,-0.24,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.30511197026401987,0.25228020448505106,False,False,nan,nan,nan,nan,nan,nan,False,False,False
130,-75.0,0.78,-0.24,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.30511197026401987,0.24555328621614242,False,False,nan,nan,nan,nan,nan,nan,False,False,False
131,-75.0,0.78,-0.16,0.3662453006383523,0.06,-0.0579555495773441,0.015529142706151244,0.23834436308274115,0.20533802124580447,False,False,nan,nan,nan,nan,nan,nan,False,False,False
132,-75.0,0.78,-0.16,0.3662453006383523,0.08,-0.07727406610312547,0.02070552360820166,0.23834436308274115,0.19764904408854087,False,False,nan,nan,nan,nan,nan,nan,False,False,False
133,-75.0,0.78,-0.16,0.3662453006383523,0.1,-0.09659258262890684,0.025881904510252074,0.23834436308274115,0.19009366383876003,False,False,nan,nan,nan,nan,nan,nan,False,False,False
134,-75.0,0.78,-0.16,0.3662453006383523,0.12,-0.1159110991546882,0.03105828541230249,0.23834436308274115,0.18267888137981161,False,False,nan,nan,nan,nan,nan,nan,False,False,False
135,-75.0,0.78,-0.16,0.3662453006383523,0.14,-0.13522961568046957,0.036234666314352904,0.23834436308274115,0.1754120338109701,False,False,nan,nan,nan,nan,nan,nan,False,False,False
